payment_id,policy_id,payment_date,amount_paid,payment_method,status
PAY02693,POL0422,2023-04-04,253.71,Bank Transfer,On-time
PAY02694,POL0422,2023-06-02,253.71,Direct Debit,On-time
PAY02695,POL0422,2023-09-28,253.71,Direct Debit,Late
PAY02696,POL0422,2023-10-31,253.71,iDEAL,On-time
PAY02697,POL0423,2021-11-10,83.21,Direct Debit,On-time
PAY02698,POL0423,2021-12-10,83.21,Bank Transfer,On-time
PAY02699,POL0423,2022-01-07,83.21,Bank Transfer,On-time
PAY02700,POL0423,2022-02-20,83.21,Direct Debit,Late
PAY02701,POL0423,2022-03-07,0.0,Direct Debit,Missed
PAY02702,POL0423,2022-05-07,83.21,iDEAL,On-time
PAY02703,POL0423,2022-06-08,83.21,Bank Transfer,On-time
PAY02704,POL0423,2022-09-20,83.21,iDEAL,Late
PAY02705,POL0423,2022-10-26,83.21,Direct Debit,Late
PAY02706,POL0424,2023-07-06,56.8,iDEAL,On-time
PAY02707,POL0424,2023-08-03,56.8,Bank Transfer,On-time
PAY02708,POL0424,2023-10-20,56.8,Direct Debit,Late
PAY02709,POL0424,2024-01-02,56.8,Bank Transfer,On-time
PAY02710,POL0424,2024-01-31,56.8,Bank Transfer,On-time
PAY02711,POL0424,2024-02-29,56.8,Direct Debit,On-time
PAY02712,POL0424,2024-04-29,56.8,Bank Transfer,On-time
PAY02713,POL0425,2022-03-01,103.91,Direct Debit,On-time
PAY02714,POL0425,2022-05-02,103.91,iDEAL,On-time
PAY02715,POL0425,2022-05-30,103.91,iDEAL,On-time
PAY02716,POL0425,2022-06-30,103.91,Direct Debit,On-time
PAY02717,POL0425,2022-07-28,103.91,Direct Debit,On-time
PAY02718,POL0425,2022-12-09,103.91,Bank Transfer,Late
PAY02719,POL0425,2023-02-26,103.91,Direct Debit,On-time
PAY02720,POL0426,2024-03-11,157.52,Bank Transfer,On-time
PAY02721,POL0426,2024-05-09,157.52,iDEAL,On-time
PAY02722,POL0426,2024-06-07,157.52,Direct Debit,On-time
PAY02723,POL0426,2024-11-03,157.52,Bank Transfer,On-time
PAY02724,POL0426,2024-12-03,157.52,Direct Debit,On-time
PAY02725,POL0427,2023-02-13,98.63,Bank Transfer,On-time
PAY02726,POL0427,2023-03-14,98.63,iDEAL,On-time
PAY02727,POL0427,2023-04-11,98.63,Direct Debit,On-time
PAY02728,POL0427,2023-06-10,98.63,iDEAL,On-time
PAY02729,POL0427,2023-07-11,98.63,iDEAL,On-time
PAY02730,POL0427,2023-08-09,98.63,Direct Debit,On-time
PAY02731,POL0427,2023-09-11,98.63,Bank Transfer,On-time
PAY02732,POL0428,2021-03-05,136.81,Direct Debit,On-time
PAY02733,POL0428,2021-06-03,136.81,Direct Debit,On-time
PAY02734,POL0428,2021-07-01,136.81,Bank Transfer,On-time
PAY02735,POL0428,2021-08-01,136.81,iDEAL,On-time
PAY02736,POL0428,2021-08-29,0.0,Bank Transfer,Missed
PAY02737,POL0428,2021-11-30,136.81,iDEAL,On-time
PAY02738,POL0429,2021-11-14,76.69,Bank Transfer,Late
PAY02739,POL0429,2022-02-06,76.69,Direct Debit,On-time
PAY02740,POL0429,2022-04-04,76.69,Direct Debit,Late
PAY02741,POL0429,2022-04-21,76.69,iDEAL,Late
PAY02742,POL0429,2022-06-15,76.69,Bank Transfer,Late
PAY02743,POL0429,2022-09-05,76.69,Bank Transfer,On-time
PAY02744,POL0430,2024-05-28,191.76,Direct Debit,On-time
PAY02745,POL0430,2024-07-25,191.76,Direct Debit,On-time
PAY02746,POL0430,2024-09-24,191.76,Bank Transfer,On-time
PAY02747,POL0430,2024-10-24,191.76,Bank Transfer,On-time
PAY02748,POL0430,2024-11-21,191.76,Direct Debit,On-time
PAY02749,POL0430,2025-02-21,191.76,Bank Transfer,On-time
PAY02750,POL0431,2023-04-06,0.0,iDEAL,Missed
PAY02751,POL0431,2023-05-16,212.57,iDEAL,Late
PAY02752,POL0431,2023-06-08,212.57,iDEAL,On-time
PAY02753,POL0431,2023-07-05,212.57,iDEAL,On-time
PAY02754,POL0431,2023-08-04,212.57,Direct Debit,On-time
PAY02755,POL0431,2023-09-03,212.57,iDEAL,On-time
PAY02756,POL0431,2023-10-06,212.57,iDEAL,On-time
PAY02757,POL0431,2023-11-05,212.57,Direct Debit,On-time
PAY02758,POL0431,2023-12-04,212.57,iDEAL,On-time
PAY02759,POL0432,2023-07-28,138.75,iDEAL,Late
PAY02760,POL0432,2023-08-05,138.75,iDEAL,On-time
PAY02761,POL0432,2023-09-04,138.75,Direct Debit,On-time
PAY02762,POL0432,2023-10-05,138.75,iDEAL,On-time
PAY02763,POL0432,2023-11-04,138.75,Bank Transfer,On-time
PAY02764,POL0432,2024-01-04,138.75,Direct Debit,On-time
PAY02765,POL0433,2021-04-10,146.57,iDEAL,On-time
PAY02766,POL0433,2021-07-08,146.57,Bank Transfer,On-time
PAY02767,POL0433,2021-09-04,0.0,iDEAL,Missed
PAY02768,POL0433,2021-12-03,146.57,Direct Debit,On-time
PAY02769,POL0434,2022-03-28,141.98,iDEAL,On-time
PAY02770,POL0434,2022-05-18,141.98,Direct Debit,Late
PAY02771,POL0434,2022-10-21,141.98,Bank Transfer,On-time
PAY02772,POL0434,2022-11-23,141.98,Direct Debit,On-time
PAY02773,POL0434,2023-01-20,141.98,Bank Transfer,On-time
PAY02774,POL0435,2023-07-27,156.89,iDEAL,On-time
PAY02775,POL0435,2023-08-27,156.89,Direct Debit,On-time
PAY02776,POL0435,2023-12-26,156.89,Direct Debit,On-time
PAY02777,POL0435,2024-02-24,156.89,Bank Transfer,On-time
PAY02778,POL0435,2024-04-25,156.89,Direct Debit,On-time
PAY02779,POL0435,2024-05-25,156.89,Bank Transfer,On-time
PAY02780,POL0436,2022-11-05,193.91,iDEAL,On-time
PAY02781,POL0436,2022-12-02,193.91,Direct Debit,On-time
PAY02782,POL0436,2023-02-03,193.91,Direct Debit,On-time
PAY02783,POL0436,2023-06-02,193.91,Direct Debit,On-time
PAY02784,POL0436,2023-08-02,193.91,Bank Transfer,On-time
PAY02785,POL0436,2023-08-29,193.91,Bank Transfer,On-time
PAY02786,POL0437,2024-01-05,157.67,Direct Debit,On-time
PAY02787,POL0437,2024-02-03,157.67,iDEAL,On-time
PAY02788,POL0437,2024-04-02,157.67,iDEAL,On-time
PAY02789,POL0437,2024-05-04,157.67,Bank Transfer,On-time
PAY02790,POL0437,2024-07-03,157.67,iDEAL,On-time
PAY02791,POL0437,2024-07-31,157.67,iDEAL,On-time
PAY02792,POL0437,2024-09-01,157.67,Bank Transfer,On-time
PAY02793,POL0438,2021-04-24,151.61,iDEAL,On-time
PAY02794,POL0438,2021-08-19,151.61,Direct Debit,On-time
PAY02795,POL0438,2021-09-18,151.61,iDEAL,On-time
PAY02796,POL0438,2021-12-18,151.61,iDEAL,On-time
PAY02797,POL0439,2023-03-27,177.37,Bank Transfer,On-time
PAY02798,POL0439,2023-05-29,177.37,iDEAL,On-time
PAY02799,POL0439,2023-07-25,177.37,iDEAL,On-time
PAY02800,POL0439,2023-08-25,177.37,iDEAL,On-time
PAY02801,POL0439,2023-10-23,0.0,iDEAL,Missed
PAY02802,POL0439,2024-03-21,177.37,Bank Transfer,On-time
PAY02803,POL0440,2024-07-09,0.0,Bank Transfer,Missed
PAY02804,POL0440,2024-08-10,279.76,Direct Debit,On-time
PAY02805,POL0440,2024-09-10,279.76,iDEAL,On-time
PAY02806,POL0440,2024-12-07,279.76,Direct Debit,On-time
PAY02807,POL0440,2025-03-31,279.76,Bank Transfer,Late
PAY02808,POL0441,2023-10-15,150.07,Direct Debit,On-time
PAY02809,POL0441,2023-12-12,150.07,Bank Transfer,On-time
PAY02810,POL0441,2024-03-13,150.07,Direct Debit,On-time
PAY02811,POL0441,2024-06-12,150.07,Bank Transfer,On-time
PAY02812,POL0441,2024-07-12,150.07,Direct Debit,On-time
PAY02813,POL0442,2023-05-09,89.6,Direct Debit,Late
PAY02814,POL0442,2023-06-17,89.6,Direct Debit,On-time
PAY02815,POL0442,2023-07-17,89.6,Direct Debit,On-time
PAY02816,POL0442,2023-09-04,89.6,Bank Transfer,Late
PAY02817,POL0442,2023-12-30,89.6,Bank Transfer,Late
PAY02818,POL0442,2024-02-12,89.6,Bank Transfer,On-time
PAY02819,POL0442,2024-03-11,89.6,iDEAL,On-time
PAY02820,POL0443,2023-08-28,75.65,Bank Transfer,Late
PAY02821,POL0443,2023-09-21,75.65,iDEAL,On-time
PAY02822,POL0443,2023-10-19,75.65,Direct Debit,On-time
PAY02823,POL0443,2023-11-21,75.65,Bank Transfer,On-time
PAY02824,POL0443,2024-02-18,75.65,Bank Transfer,On-time
PAY02825,POL0443,2024-05-19,75.65,iDEAL,On-time
PAY02826,POL0443,2024-07-16,75.65,iDEAL,On-time
PAY02827,POL0444,2021-08-07,156.4,iDEAL,On-time
PAY02828,POL0444,2021-09-04,156.4,Bank Transfer,On-time
PAY02829,POL0444,2021-10-05,156.4,Direct Debit,On-time
PAY02830,POL0444,2021-11-05,156.4,Bank Transfer,On-time
PAY02831,POL0444,2022-01-04,156.4,Direct Debit,On-time
PAY02832,POL0444,2022-06-20,156.4,iDEAL,Late
PAY02833,POL0445,2023-11-20,115.99,Direct Debit,Late
PAY02834,POL0445,2024-04-10,115.99,Bank Transfer,Late
PAY02835,POL0445,2024-04-15,115.99,Bank Transfer,On-time
PAY02836,POL0445,2024-05-15,115.99,Bank Transfer,On-time
PAY02837,POL0445,2024-06-13,115.99,Bank Transfer,On-time
PAY02838,POL0445,2024-07-12,115.99,Bank Transfer,On-time
PAY02839,POL0445,2024-10-12,115.99,Direct Debit,On-time
PAY02840,POL0445,2024-11-22,115.99,Direct Debit,Late
PAY02841,POL0446,2022-11-18,112.55,Bank Transfer,On-time
PAY02842,POL0446,2023-05-20,112.55,iDEAL,On-time
PAY02843,POL0446,2023-06-17,112.55,Bank Transfer,On-time
PAY02844,POL0446,2023-07-22,112.55,Direct Debit,Late
PAY02845,POL0446,2023-08-15,112.55,iDEAL,On-time
PAY02846,POL0446,2023-10-16,112.55,iDEAL,On-time
PAY02847,POL0447,2021-04-17,74.05,iDEAL,On-time
PAY02848,POL0447,2021-05-18,74.05,Direct Debit,On-time
PAY02849,POL0447,2021-07-15,0.0,Bank Transfer,Missed
PAY02850,POL0447,2021-08-15,74.05,Bank Transfer,On-time
PAY02851,POL0447,2021-09-13,74.05,Direct Debit,On-time
PAY02852,POL0447,2021-10-13,74.05,Direct Debit,On-time
PAY02853,POL0447,2021-11-15,74.05,Direct Debit,On-time
PAY02854,POL0447,2021-12-21,74.05,Bank Transfer,Late
PAY02855,POL0447,2022-01-12,74.05,Direct Debit,On-time
PAY02856,POL0447,2022-02-11,74.05,Bank Transfer,On-time
PAY02857,POL0447,2022-04-13,74.05,iDEAL,On-time
PAY02858,POL0448,2021-10-01,145.65,Bank Transfer,On-time
PAY02859,POL0448,2021-11-30,145.65,Direct Debit,On-time
PAY02860,POL0448,2022-04-28,145.65,Bank Transfer,On-time
PAY02861,POL0448,2022-08-26,145.65,Direct Debit,On-time
PAY02862,POL0449,2023-08-03,164.77,Bank Transfer,Late
PAY02863,POL0449,2023-08-30,164.77,iDEAL,On-time
PAY02864,POL0449,2023-10-30,164.77,Bank Transfer,On-time
PAY02865,POL0449,2023-12-28,164.77,iDEAL,On-time
PAY02866,POL0449,2024-03-23,164.77,Bank Transfer,Late
PAY02867,POL0449,2024-07-25,164.77,iDEAL,On-time
PAY02868,POL0450,2022-03-22,92.33,iDEAL,On-time
PAY02869,POL0450,2022-08-21,92.33,Bank Transfer,On-time
PAY02870,POL0450,2022-09-28,92.33,iDEAL,Late
PAY02871,POL0450,2022-11-05,92.33,iDEAL,Late
PAY02872,POL0450,2022-11-19,92.33,Bank Transfer,On-time
PAY02873,POL0450,2023-03-23,92.33,Bank Transfer,Late
PAY02874,POL0451,2022-08-08,127.28,Bank Transfer,Late
PAY02875,POL0451,2022-09-26,127.28,iDEAL,Late
PAY02876,POL0451,2023-01-24,127.28,Bank Transfer,Late
PAY02877,POL0451,2023-02-11,127.28,iDEAL,On-time
PAY02878,POL0451,2023-03-16,127.28,Bank Transfer,On-time
PAY02879,POL0452,2022-02-13,0.0,Direct Debit,Missed
PAY02880,POL0452,2022-03-17,191.06,iDEAL,On-time
PAY02881,POL0452,2022-04-17,191.06,Bank Transfer,On-time
PAY02882,POL0452,2022-09-11,191.06,Bank Transfer,On-time
PAY02883,POL0453,2022-11-21,62.26,Direct Debit,Late
PAY02884,POL0453,2023-04-12,62.26,Direct Debit,On-time
PAY02885,POL0453,2023-11-05,62.26,Direct Debit,On-time
PAY02886,POL0454,2024-07-10,215.23,Bank Transfer,Late
PAY02887,POL0454,2024-08-04,215.23,iDEAL,On-time
PAY02888,POL0454,2024-11-05,215.23,Direct Debit,On-time
PAY02889,POL0454,2024-12-03,215.23,iDEAL,On-time
PAY02890,POL0455,2023-07-24,79.62,Bank Transfer,On-time
PAY02891,POL0455,2023-08-24,79.62,Direct Debit,On-time
PAY02892,POL0455,2023-09-21,79.62,iDEAL,On-time
PAY02893,POL0455,2023-11-22,79.62,iDEAL,On-time
PAY02894,POL0455,2024-01-29,79.62,iDEAL,Late
PAY02895,POL0455,2024-04-17,79.62,Bank Transfer,On-time
PAY02896,POL0455,2024-05-17,79.62,Direct Debit,On-time
PAY02897,POL0455,2024-07-18,79.62,Bank Transfer,On-time
PAY02898,POL0456,2023-02-24,255.07,iDEAL,On-time
PAY02899,POL0456,2023-07-19,255.07,Bank Transfer,Late
PAY02900,POL0456,2023-08-04,255.07,Bank Transfer,Late
PAY02901,POL0456,2023-09-25,255.07,Direct Debit,On-time
PAY02902,POL0456,2023-11-24,255.07,Direct Debit,On-time
PAY02903,POL0456,2024-01-22,255.07,Direct Debit,On-time
PAY02904,POL0457,2022-08-26,100.74,Direct Debit,On-time
PAY02905,POL0457,2022-09-25,100.74,Bank Transfer,On-time
PAY02906,POL0457,2022-12-24,100.74,Bank Transfer,On-time
PAY02907,POL0457,2023-01-20,100.74,Bank Transfer,On-time
PAY02908,POL0457,2023-03-22,100.74,Bank Transfer,On-time
PAY02909,POL0457,2023-04-21,100.74,iDEAL,On-time
PAY02910,POL0457,2023-06-20,100.74,Direct Debit,On-time
PAY02911,POL0457,2023-08-14,100.74,iDEAL,Late
PAY02912,POL0458,2022-04-04,52.02,Bank Transfer,On-time
PAY02913,POL0458,2022-07-03,52.02,Bank Transfer,On-time
PAY02914,POL0458,2022-09-03,52.02,Direct Debit,On-time
PAY02915,POL0458,2023-01-02,52.02,Bank Transfer,On-time
PAY02916,POL0458,2023-02-01,52.02,iDEAL,On-time
PAY02917,POL0459,2024-07-22,193.39,Bank Transfer,On-time
PAY02918,POL0459,2024-08-21,193.39,Bank Transfer,On-time
PAY02919,POL0459,2024-09-21,193.39,iDEAL,On-time
PAY02920,POL0459,2025-01-02,193.39,iDEAL,Late
PAY02921,POL0459,2025-01-20,193.39,Bank Transfer,On-time
PAY02922,POL0460,2024-01-09,205.81,Direct Debit,Late
PAY02923,POL0460,2024-01-13,205.81,Direct Debit,On-time
PAY02924,POL0460,2024-04-12,205.81,Direct Debit,On-time
PAY02925,POL0460,2024-07-12,205.81,Direct Debit,On-time
PAY02926,POL0460,2024-09-08,205.81,Direct Debit,On-time
PAY02927,POL0460,2024-10-26,205.81,Bank Transfer,Late
PAY02928,POL0460,2024-11-07,205.81,Direct Debit,On-time
PAY02929,POL0461,2024-02-04,188.37,iDEAL,On-time
PAY02930,POL0461,2024-04-03,188.37,iDEAL,On-time
PAY02931,POL0461,2024-05-14,188.37,Direct Debit,Late
PAY02932,POL0462,2021-10-31,186.33,Bank Transfer,On-time
PAY02933,POL0462,2021-12-01,186.33,Bank Transfer,On-time
PAY02934,POL0462,2022-04-30,186.33,Direct Debit,On-time
PAY02935,POL0462,2022-06-14,186.33,Direct Debit,Late
PAY02936,POL0462,2022-07-28,186.33,Bank Transfer,On-time
PAY02937,POL0462,2022-08-29,186.33,Bank Transfer,On-time
PAY02938,POL0463,2023-05-29,134.97,Direct Debit,On-time
PAY02939,POL0463,2023-09-27,134.97,Direct Debit,On-time
PAY02940,POL0463,2023-12-27,134.97,iDEAL,On-time
PAY02941,POL0463,2024-02-24,134.97,Bank Transfer,On-time
PAY02942,POL0463,2024-04-24,134.97,Direct Debit,On-time
PAY02943,POL0464,2022-09-01,47.46,Direct Debit,On-time
PAY02944,POL0464,2022-10-31,47.46,iDEAL,On-time
PAY02945,POL0464,2023-02-26,47.46,Direct Debit,On-time
PAY02946,POL0464,2023-05-30,47.46,iDEAL,On-time
PAY02947,POL0464,2023-06-27,47.46,Direct Debit,On-time
PAY02948,POL0465,2021-09-22,138.03,Direct Debit,On-time
PAY02949,POL0465,2022-01-21,138.03,Bank Transfer,On-time
PAY02950,POL0465,2022-02-20,138.03,Bank Transfer,On-time
PAY02951,POL0465,2022-04-07,138.03,Direct Debit,Late
PAY02952,POL0465,2022-06-18,138.03,Bank Transfer,On-time
PAY02953,POL0466,2022-04-05,77.17,Direct Debit,On-time
PAY02954,POL0466,2022-09-03,77.17,iDEAL,On-time
PAY02955,POL0466,2022-12-02,77.17,Bank Transfer,On-time
PAY02956,POL0466,2023-01-29,77.17,iDEAL,On-time
PAY02957,POL0467,2021-10-19,186.62,iDEAL,Late
PAY02958,POL0467,2021-12-28,186.62,iDEAL,Late
PAY02959,POL0467,2022-02-04,186.62,Direct Debit,On-time
PAY02960,POL0467,2022-05-05,186.62,iDEAL,On-time
PAY02961,POL0467,2022-10-19,186.62,Direct Debit,Late
PAY02962,POL0468,2023-12-05,203.24,iDEAL,On-time
PAY02963,POL0468,2024-01-06,203.24,Bank Transfer,On-time
PAY02964,POL0468,2024-03-03,203.24,iDEAL,On-time
PAY02965,POL0468,2024-05-03,203.24,Direct Debit,On-time
PAY02966,POL0468,2024-09-30,203.24,Bank Transfer,On-time
PAY02967,POL0468,2024-10-29,203.24,Bank Transfer,On-time
PAY02968,POL0469,2024-05-10,115.4,Bank Transfer,Late
PAY02969,POL0469,2024-08-27,115.4,Bank Transfer,On-time
PAY02970,POL0469,2024-11-26,115.4,Bank Transfer,On-time
PAY02971,POL0469,2025-01-09,115.4,Bank Transfer,Late
PAY02972,POL0469,2025-01-23,115.4,Bank Transfer,On-time
PAY02973,POL0469,2025-02-24,115.4,iDEAL,On-time
PAY02974,POL0470,2022-07-31,77.31,Direct Debit,On-time
PAY02975,POL0470,2023-01-28,77.31,iDEAL,On-time
PAY02976,POL0470,2023-02-25,77.31,Bank Transfer,On-time
PAY02977,POL0470,2023-04-28,77.31,iDEAL,On-time
PAY02978,POL0470,2023-05-25,77.31,Bank Transfer,On-time
PAY02979,POL0470,2023-07-26,77.31,Direct Debit,On-time
PAY02980,POL0471,2022-02-18,186.46,Bank Transfer,On-time
PAY02981,POL0471,2022-04-19,0.0,iDEAL,Missed
PAY02982,POL0471,2022-07-19,186.46,Bank Transfer,On-time
PAY02983,POL0471,2022-08-17,186.46,Bank Transfer,On-time
PAY02984,POL0471,2022-11-15,0.0,Direct Debit,Missed
PAY02985,POL0471,2022-12-16,186.46,Bank Transfer,On-time
PAY02986,POL0472,2022-08-11,164.5,Direct Debit,On-time
PAY02987,POL0472,2022-09-12,164.5,Bank Transfer,On-time
PAY02988,POL0472,2022-12-22,164.5,Bank Transfer,Late
PAY02989,POL0472,2023-02-09,164.5,iDEAL,On-time
PAY02990,POL0472,2023-04-09,164.5,Direct Debit,On-time
PAY02991,POL0472,2023-08-02,164.5,Bank Transfer,Late
PAY02992,POL0473,2024-04-13,52.35,iDEAL,On-time
PAY02993,POL0473,2024-06-10,52.35,Direct Debit,On-time
PAY02994,POL0473,2024-08-09,52.35,Bank Transfer,On-time
PAY02995,POL0473,2024-11-07,52.35,Direct Debit,On-time
PAY02996,POL0474,2023-10-29,215.83,iDEAL,On-time
PAY02997,POL0474,2023-11-25,0.0,Direct Debit,Missed
PAY02998,POL0474,2024-03-27,215.83,Bank Transfer,On-time
PAY02999,POL0474,2024-05-23,0.0,Direct Debit,Missed
PAY03000,POL0475,2024-01-09,132.73,Bank Transfer,On-time
PAY03001,POL0475,2024-02-09,132.73,Bank Transfer,On-time
PAY03002,POL0475,2024-03-09,132.73,iDEAL,On-time
PAY03003,POL0475,2024-06-06,0.0,iDEAL,Missed
PAY03004,POL0475,2024-08-22,132.73,iDEAL,Late
PAY03005,POL0475,2024-10-11,132.73,Bank Transfer,Late
PAY03006,POL0475,2024-11-04,132.73,Direct Debit,On-time
PAY03007,POL0475,2024-12-05,132.73,iDEAL,On-time
PAY03008,POL0476,2022-02-25,0.0,Bank Transfer,Missed
PAY03009,POL0476,2022-04-22,90.53,iDEAL,Late
PAY03010,POL0476,2022-04-26,90.53,Bank Transfer,On-time
PAY03011,POL0476,2022-06-27,90.53,Bank Transfer,On-time
PAY03012,POL0476,2022-07-28,90.53,Direct Debit,On-time
PAY03013,POL0476,2022-09-25,90.53,Bank Transfer,On-time
PAY03014,POL0476,2022-11-23,90.53,Direct Debit,On-time
PAY03015,POL0476,2023-02-10,90.53,Bank Transfer,Late
PAY03016,POL0476,2023-02-20,90.53,Direct Debit,On-time
PAY03017,POL0477,2021-04-01,0.0,iDEAL,Missed
PAY03018,POL0477,2021-05-03,198.57,iDEAL,On-time
PAY03019,POL0477,2021-06-30,198.57,iDEAL,On-time
PAY03020,POL0477,2021-10-28,198.57,Bank Transfer,On-time
PAY03021,POL0477,2021-12-29,198.57,iDEAL,On-time
PAY03022,POL0477,2022-02-25,198.57,iDEAL,On-time
PAY03023,POL0478,2023-12-03,206.74,Direct Debit,On-time
PAY03024,POL0478,2024-02-03,206.74,Bank Transfer,On-time
PAY03025,POL0478,2024-03-04,206.74,Direct Debit,On-time
PAY03026,POL0478,2024-05-01,206.74,Direct Debit,On-time
PAY03027,POL0478,2024-05-31,0.0,Direct Debit,Missed
PAY03028,POL0478,2024-07-03,206.74,Bank Transfer,On-time
PAY03029,POL0478,2024-08-31,206.74,iDEAL,On-time
PAY03030,POL0479,2022-10-22,71.52,Bank Transfer,On-time
PAY03031,POL0479,2022-11-21,71.52,Bank Transfer,On-time
PAY03032,POL0479,2023-01-08,71.52,iDEAL,Late
PAY03033,POL0479,2023-01-18,71.52,Bank Transfer,On-time
PAY03034,POL0479,2023-04-18,0.0,Bank Transfer,Missed
PAY03035,POL0479,2023-05-21,71.52,iDEAL,On-time
PAY03036,POL0479,2023-06-20,71.52,iDEAL,On-time
PAY03037,POL0479,2023-07-22,71.52,Direct Debit,Late
PAY03038,POL0479,2023-08-16,0.0,Bank Transfer,Missed
PAY03039,POL0479,2023-10-15,71.52,Bank Transfer,On-time
PAY03040,POL0480,2022-08-13,126.52,iDEAL,On-time
PAY03041,POL0480,2022-10-12,126.52,iDEAL,On-time
PAY03042,POL0480,2022-11-11,126.52,iDEAL,On-time
PAY03043,POL0480,2022-12-11,126.52,Bank Transfer,On-time
PAY03044,POL0480,2023-01-11,126.52,Bank Transfer,On-time
PAY03045,POL0480,2023-02-09,126.52,Direct Debit,On-time
PAY03046,POL0480,2023-05-11,126.52,Bank Transfer,On-time
PAY03047,POL0480,2023-06-08,126.52,iDEAL,On-time
PAY03048,POL0481,2022-04-01,173.39,iDEAL,On-time
PAY03049,POL0481,2022-08-27,173.39,Direct Debit,On-time
PAY03050,POL0481,2022-10-26,173.39,iDEAL,On-time
PAY03051,POL0481,2022-12-27,173.39,iDEAL,On-time
PAY03052,POL0481,2023-01-26,173.39,iDEAL,On-time
PAY03053,POL0481,2023-02-23,173.39,Direct Debit,On-time
PAY03054,POL0482,2024-05-21,111.21,Direct Debit,On-time
PAY03055,POL0482,2024-09-17,0.0,Direct Debit,Missed
PAY03056,POL0482,2024-10-17,111.21,Direct Debit,On-time
PAY03057,POL0482,2025-01-16,111.21,Direct Debit,On-time
PAY03058,POL0482,2025-02-17,111.21,Bank Transfer,On-time
PAY03059,POL0482,2025-03-28,111.21,Direct Debit,Late
PAY03060,POL0483,2021-04-14,147.07,Bank Transfer,On-time
PAY03061,POL0483,2021-08-13,147.07,Direct Debit,On-time
PAY03062,POL0484,2023-05-24,199.8,iDEAL,On-time
PAY03063,POL0484,2023-06-24,199.8,Bank Transfer,On-time
PAY03064,POL0484,2023-07-24,199.8,Bank Transfer,On-time
PAY03065,POL0484,2023-08-22,199.8,Bank Transfer,On-time
PAY03066,POL0484,2023-09-21,199.8,iDEAL,On-time
PAY03067,POL0484,2023-10-21,199.8,Direct Debit,On-time
PAY03068,POL0484,2023-11-23,199.8,Direct Debit,On-time
PAY03069,POL0484,2024-03-29,199.8,Bank Transfer,Late
PAY03070,POL0484,2024-04-18,199.8,Direct Debit,On-time
PAY03071,POL0484,2024-05-19,199.8,iDEAL,On-time
PAY03072,POL0485,2024-08-18,135.56,Direct Debit,On-time
PAY03073,POL0485,2024-09-14,135.56,Direct Debit,On-time
PAY03074,POL0485,2025-02-04,135.56,iDEAL,Late
PAY03075,POL0486,2023-09-12,95.8,iDEAL,On-time
PAY03076,POL0486,2023-10-13,95.8,Direct Debit,On-time
PAY03077,POL0486,2023-12-17,95.8,Bank Transfer,Late
PAY03078,POL0486,2024-01-10,95.8,Direct Debit,On-time
PAY03079,POL0486,2024-02-08,95.8,Bank Transfer,On-time
PAY03080,POL0486,2024-03-10,95.8,Direct Debit,On-time
PAY03081,POL0486,2024-08-07,95.8,iDEAL,On-time
PAY03082,POL0487,2023-09-22,122.38,iDEAL,On-time
PAY03083,POL0487,2023-10-22,122.38,Direct Debit,On-time
PAY03084,POL0487,2023-11-23,122.38,Bank Transfer,On-time
PAY03085,POL0487,2023-12-23,122.38,iDEAL,On-time
PAY03086,POL0487,2024-04-20,122.38,Direct Debit,On-time
PAY03087,POL0487,2024-05-20,122.38,iDEAL,On-time
PAY03088,POL0487,2024-07-17,122.38,iDEAL,On-time
PAY03089,POL0487,2024-08-17,122.38,iDEAL,On-time
PAY03090,POL0488,2022-01-12,166.52,Bank Transfer,On-time
PAY03091,POL0488,2022-02-10,166.52,Direct Debit,On-time
PAY03092,POL0488,2022-03-12,166.52,Direct Debit,On-time
PAY03093,POL0488,2022-07-12,166.52,Direct Debit,On-time
PAY03094,POL0488,2022-10-11,166.52,Direct Debit,On-time
PAY03095,POL0488,2023-01-07,166.52,iDEAL,On-time
PAY03096,POL0489,2023-11-22,161.37,iDEAL,Late
PAY03097,POL0489,2024-01-29,161.37,Direct Debit,On-time
PAY03098,POL0489,2024-03-29,161.37,iDEAL,On-time
PAY03099,POL0489,2024-05-28,0.0,Direct Debit,Missed
PAY03100,POL0489,2024-06-27,161.37,Bank Transfer,On-time
PAY03101,POL0489,2024-07-30,161.37,Direct Debit,On-time
PAY03102,POL0489,2024-09-13,161.37,iDEAL,Late
PAY03103,POL0490,2024-01-09,129.93,Direct Debit,On-time
PAY03104,POL0490,2024-03-06,129.93,Direct Debit,On-time
PAY03105,POL0490,2024-08-04,129.93,Direct Debit,On-time
PAY03106,POL0490,2024-09-04,129.93,Direct Debit,On-time
PAY03107,POL0490,2024-11-03,129.93,Direct Debit,On-time
PAY03108,POL0491,2022-09-14,148.14,iDEAL,On-time
PAY03109,POL0491,2023-03-11,148.14,iDEAL,On-time
PAY03110,POL0491,2023-04-09,148.14,iDEAL,On-time
PAY03111,POL0491,2023-06-11,148.14,Bank Transfer,On-time
PAY03112,POL0491,2023-08-09,148.14,iDEAL,On-time
PAY03113,POL0492,2023-09-17,77.48,Direct Debit,On-time
PAY03114,POL0492,2024-01-30,77.48,Bank Transfer,Late
PAY03115,POL0492,2024-02-15,77.48,Bank Transfer,On-time
PAY03116,POL0492,2024-09-11,77.48,Direct Debit,On-time
